Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),modalprice,pricedate
1,Sholapur,Akluj,Maize,Yellow,FAQ,1850,1920,1880,30-Jan-19
2,Sholapur,Akluj,Maize,Yellow,FAQ,1830,1830,1830,22-Jan-19
3,Sholapur,Akluj,Maize,Other,FAQ,1740,1762,1751,19-Dec-18
4,Sholapur,Akluj,Maize,Other,FAQ,1600,1670,1670,11-Dec-18
5,Sholapur,Akluj,Maize,Other,FAQ,1375,1375,1375,30-Jul-18
6,Sholapur,Akluj,Maize,Other,FAQ,1225,1225,1225,21-Feb-18
7,Sholapur,Akluj,Maize,Yellow,FAQ,1200,1200,1200,30-Jan-18
8,Sholapur,Akluj,Maize,Other,FAQ,1180,1200,1200,16-Jan-18
9,Sholapur,Akluj,Maize,Other,FAQ,1160,1180,1160,8-Jan-18
10,Sholapur,Akluj,Maize,Yellow,FAQ,1200,1200,1200,28-Dec-17
11,Sholapur,Akluj,Maize,Yellow,FAQ,1210,1210,1210,26-Dec-17
12,Sholapur,Akluj,Maize,Other,FAQ,1220,1220,1220,25-Dec-17
13,Sholapur,Akluj,Maize,Other,FAQ,1220,1220,1220,23-Dec-17
14,Sholapur,Akluj,Maize,Yellow,FAQ,1220,1220,1220,18-Dec-17
15,Sholapur,Akluj,Maize,Yellow,FAQ,1085,1085,1085,16-Dec-17
16,Sholapur,Akluj,Maize,Yellow,FAQ,1220,1220,1220,7-Dec-17
17,Sholapur,Akluj,Maize,Other,FAQ,1220,1220,1220,6-Dec-17
18,Sholapur,Akluj,Maize,Other,FAQ,1120,1120,1120,23-Nov-17
19,Sholapur,Akluj,Maize,Yellow,FAQ,1050,1125,1120,18-Nov-17
20,Sholapur,Akluj,Maize,Yellow,FAQ,1100,1100,1100,14-Nov-17
21,Sholapur,Akluj,Maize,Yellow,FAQ,1150,1150,1150,10-Nov-17
22,Sholapur,Akluj,Maize,Yellow,FAQ,1181,1181,1181,8-Nov-17
23,Sholapur,Akluj,Maize,Yellow,FAQ,1171,1171,1171,2-Nov-17
24,Sholapur,Akluj,Maize,Yellow,FAQ,1275,1275,1275,26-Oct-17
25,Sholapur,Akluj,Maize,Yellow,FAQ,1300,1300,1300,24-Oct-17
26,Sholapur,Akluj,Maize,Yellow,FAQ,1325,1325,1325,18-Oct-17
27,Sholapur,Akluj,Maize,Yellow,FAQ,1325,1325,1325,17-Oct-17
28,Sholapur,Akluj,Maize,Yellow,FAQ,1350,1370,1370,12-Oct-17
29,Sholapur,Akluj,Maize,Yellow,FAQ,1320,1320,1320,10-Oct-17
30,Sholapur,Akluj,Maize,Yellow,FAQ,1350,1350,1350,7-Oct-17
31,Sholapur,Akluj,Maize,Yellow,FAQ,1300,1300,1300,29-Sep-17
32,Sholapur,Akluj,Maize,Yellow,FAQ,1350,1350,1350,28-Sep-17
33,Sholapur,Akluj,Maize,Yellow,FAQ,1400,1400,1400,20-Sep-17
34,Sholapur,Akluj,Maize,Yellow,FAQ,1450,1450,1450,12-Sep-17
35,Sholapur,Akluj,Maize,Yellow,FAQ,1450,1450,1450,7-Sep-17
36,Sholapur,Akluj,Maize,Yellow,FAQ,1520,1525,1525,4-Sep-17
37,Sholapur,Akluj,Maize,Yellow,FAQ,1540,1540,1540,28-Aug-17
38,Sholapur,Akluj,Maize,Yellow,FAQ,1510,1530,1525,21-Aug-17
39,Sholapur,Akluj,Maize,Yellow,FAQ,1510,1530,1525,19-Aug-17
40,Sholapur,Akluj,Maize,Yellow,FAQ,1420,1500,1500,16-Aug-17
41,Sholapur,Akluj,Maize,Yellow,FAQ,1510,1510,1510,14-Aug-17
42,Sholapur,Akluj,Maize,Yellow,FAQ,1580,1580,1580,1-Aug-17
43,Sholapur,Akluj,Maize,Yellow,FAQ,1500,1500,1500,31-Jul-17
44,Sholapur,Akluj,Maize,Yellow,FAQ,1525,1550,1550,27-Jul-17
45,Sholapur,Akluj,Maize,Other,FAQ,1525,1550,1550,27-Jul-17
46,Sholapur,Akluj,Maize,Yellow,FAQ,1500,1550,1550,25-Jul-17
47,Sholapur,Akluj,Maize,Yellow,FAQ,1225,1550,1535,21-Jul-17
48,Sholapur,Akluj,Maize,Yellow,FAQ,1515,1515,1515,20-Jul-17
49,Sholapur,Akluj,Maize,Other,FAQ,1515,1515,1515,20-Jul-17
50,Sholapur,Akluj,Maize,Yellow,FAQ,1525,1525,1525,13-Jul-17
51,Sholapur,Akluj,Maize,Yellow,FAQ,1500,1510,1510,12-Jul-17
52,Sholapur,Akluj,Maize,Yellow,FAQ,1530,1530,1530,11-Jul-17
53,Sholapur,Akluj,Maize,Yellow,FAQ,1500,1500,1500,5-Jul-17
54,Sholapur,Akluj,Maize,Other,FAQ,1500,1500,1500,30-Jun-17
55,Sholapur,Akluj,Maize,Yellow,FAQ,1471,1525,1520,27-Jun-17
56,Sholapur,Akluj,Maize,Yellow,FAQ,1500,1500,1500,13-Jun-17
57,Sholapur,Akluj,Maize,Other,FAQ,1445,1445,1445,1-Jun-17
58,Sholapur,Akluj,Maize,Yellow,FAQ,1450,1450,1450,31-May-17
59,Sholapur,Akluj,Maize,Yellow,FAQ,1470,1470,1470,30-May-17
60,Sholapur,Akluj,Maize,Yellow,FAQ,1400,1481,1450,4-May-17
61,Sholapur,Akluj,Maize,Other,FAQ,1410,1471,1420,26-Apr-17
62,Sholapur,Akluj,Maize,Yellow,FAQ,1440,1440,1440,22-Apr-17
63,Sholapur,Akluj,Maize,Yellow,FAQ,1410,1410,1410,19-Apr-17
64,Sholapur,Akluj,Maize,Yellow,FAQ,1410,1410,1410,5-Apr-17
65,Sholapur,Akluj,Maize,Yellow,FAQ,1400,1400,1400,22-Mar-17
66,Sholapur,Akluj,Maize,Yellow,FAQ,1410,1421,1421,7-Mar-17
67,Sholapur,Akluj,Maize,Yellow,FAQ,1410,1410,1410,3-Mar-17
68,Sholapur,Akluj,Maize,Yellow,FAQ,1400,1420,1400,7-Feb-17
69,Sholapur,Akluj,Maize,Yellow,FAQ,1420,1440,1420,6-Feb-17
70,Sholapur,Akluj,Maize,Yellow,FAQ,1370,1420,1400,4-Feb-17
71,Sholapur,Akluj,Maize,Yellow,FAQ,1370,1420,1400,2-Feb-17
72,Sholapur,Akluj,Maize,Yellow,FAQ,1380,1380,1380,1-Feb-17
73,Sholapur,Akluj,Maize,Yellow,FAQ,1390,1390,1390,28-Jan-17
74,Sholapur,Akluj,Maize,Yellow,FAQ,1365,1365,1365,27-Jan-17
75,Sholapur,Akluj,Maize,Yellow,FAQ,1301,1301,1301,24-Jan-17
76,Sholapur,Akluj,Maize,Yellow,FAQ,1350,1350,1350,20-Jan-17
77,Sholapur,Akluj,Maize,Yellow,FAQ,1340,1340,1340,17-Jan-17
78,Sholapur,Akluj,Maize,Yellow,FAQ,1350,1350,1350,13-Jan-17
79,Sholapur,Akluj,Maize,Yellow,FAQ,1310,1350,1350,12-Jan-17
80,Sholapur,Akluj,Maize,Yellow,FAQ,1321,1340,1340,11-Jan-17
81,Sholapur,Akluj,Maize,Yellow,FAQ,1350,1350,1350,10-Jan-17
82,Sholapur,Akluj,Maize,Yellow,FAQ,1300,1365,1365,6-Jan-17
83,Sholapur,Akluj,Maize,Yellow,FAQ,1350,1365,1365,5-Jan-17
84,Sholapur,Akluj,Maize,Yellow,FAQ,1700,1700,1700,17-Aug-16
85,Sholapur,Akluj,Maize,Yellow,FAQ,1700,1790,1790,23-Jul-16
86,Sholapur,Akluj,Maize,Yellow,FAQ,1750,1750,1750,21-Jul-16
87,Sholapur,Akluj,Maize,Yellow,FAQ,1700,1700,1700,14-Jun-16
88,Sholapur,Akluj,Maize,Yellow,FAQ,1705,1705,1705,9-Jun-16
89,Sholapur,Akluj,Maize,Yellow,FAQ,1630,1630,1630,2-Jun-16
90,Sholapur,Akluj,Maize,Yellow,FAQ,1520,1520,1520,25-May-16
91,Sholapur,Akluj,Maize,Yellow,FAQ,1500,1500,1500,19-May-16
92,Sholapur,Akluj,Maize,Yellow,FAQ,1551,1551,1551,17-May-16
93,Sholapur,Akluj,Maize,Yellow,FAQ,1521,1525,1525,7-May-16
94,Sholapur,Akluj,Maize,Yellow,FAQ,1490,1490,1490,26-Apr-16
95,Sholapur,Akluj,Maize,Yellow,FAQ,1425,1425,1425,1-Apr-16
96,Sholapur,Akluj,Maize,Yellow,FAQ,1420,1440,1440,23-Mar-16
97,Sholapur,Akluj,Maize,Yellow,FAQ,1440,1440,1440,18-Mar-16
98,Sholapur,Akluj,Maize,Yellow,FAQ,1410,1430,1430,10-Mar-16
99,Sholapur,Akluj,Maize,Yellow,FAQ,1410,1420,1420,4-Mar-16
100,Sholapur,Akluj,Maize,Yellow,FAQ,1450,1465,1465,13-Feb-16
101,Sholapur,Akluj,Maize,Yellow,FAQ,1450,1450,1450,6-Feb-16
102,Sholapur,Akluj,Maize,Yellow,FAQ,1480,1500,1500,4-Feb-16
103,Sholapur,Akluj,Maize,Yellow,FAQ,1510,1520,1520,19-Jan-16
104,Sholapur,Akluj,Maize,Yellow,FAQ,1500,1520,1520,12-Jan-16
105,Sholapur,Akluj,Maize,Yellow,FAQ,1530,1530,1530,8-Jan-16
106,Sholapur,Akluj,Maize,Yellow,FAQ,1530,1530,1530,6-Jan-16
107,Sholapur,Akluj,Maize,Yellow,FAQ,1500,1530,1530,29-Dec-15
108,Sholapur,Akluj,Maize,Yellow,FAQ,1500,1530,1530,16-Dec-15
109,Sholapur,Akluj,Maize,Yellow,FAQ,1560,1560,1560,9-Dec-15
110,Sholapur,Akluj,Maize,Yellow,FAQ,1505,1505,1505,18-Nov-15
111,Sholapur,Akluj,Maize,Yellow,FAQ,1431,1431,1431,29-Oct-15
112,Sholapur,Akluj,Maize,Yellow,FAQ,1410,1440,1440,27-Oct-15
113,Sholapur,Akluj,Maize,Yellow,FAQ,1400,1410,1410,23-Oct-15
114,Sholapur,Akluj,Maize,Yellow,FAQ,1350,1350,1350,21-Oct-15
115,Sholapur,Akluj,Maize,Yellow,FAQ,1551,1551,1551,29-Sep-15
116,Sholapur,Akluj,Maize,Yellow,FAQ,1560,1560,1560,25-Sep-15
117,Sholapur,Akluj,Maize,Yellow,FAQ,1541,1541,1541,23-Sep-15
118,Sholapur,Akluj,Maize,Yellow,FAQ,1610,1610,1610,27-Aug-15
119,Sholapur,Akluj,Maize,Yellow,FAQ,1425,1425,1425,5-Aug-15
120,Sholapur,Akluj,Maize,Yellow,FAQ,1425,1425,1425,4-Aug-15
121,Sholapur,Akluj,Maize,Yellow,FAQ,1502,1502,1502,23-Jul-15
122,Sholapur,Akluj,Maize,Yellow,FAQ,1430,1450,1450,17-Jul-15
123,Sholapur,Akluj,Maize,Yellow,FAQ,1430,1430,1430,15-Jul-15
124,Sholapur,Akluj,Maize,Yellow,FAQ,1350,1350,1350,3-Jul-15
125,Sholapur,Akluj,Maize,Yellow,FAQ,1351,1351,1351,1-Jul-15
126,Sholapur,Akluj,Maize,Yellow,FAQ,1350,1350,1350,24-Jun-15
127,Sholapur,Akluj,Maize,Yellow,FAQ,1310,1340,1340,17-Jun-15
128,Sholapur,Akluj,Maize,Yellow,FAQ,1320,1320,1320,10-Jun-15
129,Sholapur,Akluj,Maize,Yellow,FAQ,1310,1310,1310,6-Jun-15
130,Sholapur,Akluj,Maize,Yellow,FAQ,1310,1310,1310,26-May-15
131,Sholapur,Akluj,Maize,Yellow,FAQ,1310,1310,1310,14-May-15
132,Sholapur,Akluj,Maize,Yellow,FAQ,1310,1310,1310,13-May-15
133,Sholapur,Akluj,Maize,Yellow,FAQ,1310,1325,1310,25-Apr-15
134,Sholapur,Akluj,Maize,Yellow,FAQ,1360,1360,1360,23-Apr-15
135,Sholapur,Akluj,Maize,Yellow,FAQ,1350,1350,1350,16-Apr-15
136,Sholapur,Akluj,Maize,Yellow,FAQ,1310,1331,1331,9-Apr-15
137,Sholapur,Akluj,Maize,Yellow,FAQ,1351,1351,1351,24-Mar-15
138,Sholapur,Akluj,Maize,Yellow,FAQ,1310,1310,1310,19-Mar-15
139,Sholapur,Akluj,Maize,Yellow,FAQ,1310,1450,1400,18-Sep-14
140,Sholapur,Akluj,Maize,Yellow,FAQ,1410,1440,1430,2-Sep-14
141,Sholapur,Akluj,Maize,Yellow,FAQ,1425,1425,1425,27-Aug-14
142,Sholapur,Akluj,Maize,Yellow,FAQ,1375,1375,1375,23-Aug-14
143,Sholapur,Akluj,Maize,Yellow,FAQ,1341,1431,1431,19-Aug-14
144,Sholapur,Akluj,Maize,Other,FAQ,1351,1426,1426,24-Jul-14
145,Sholapur,Akluj,Maize,Other,FAQ,1360,1426,1426,23-Jul-14
146,Sholapur,Akluj,Maize,Other,FAQ,1400,1410,1410,11-Jul-14
147,Sholapur,Akluj,Maize,Yellow,FAQ,1421,1421,1421,8-Jul-14
148,Sholapur,Akluj,Maize,Yellow,FAQ,1330,1390,1350,24-Jun-14
149,Sholapur,Akluj,Maize,Yellow,FAQ,1350,1350,1350,21-Jun-14
150,Sholapur,Akluj,Maize,Other,FAQ,1315,1340,1330,17-Jun-14
151,Sholapur,Akluj,Maize,Other,FAQ,1311,1340,1335,11-Jun-14
152,Sholapur,Akluj,Maize,Other,FAQ,1362,1362,1362,10-Jun-14
153,Sholapur,Akluj,Maize,Yellow,FAQ,1310,1310,1310,23-Oct-13
154,Sholapur,Akluj,Maize,Other,FAQ,1550,1600,1596,9-Jul-13
155,Sholapur,Akluj,Maize,Other,FAQ,1550,1550,1550,2-Jul-13
156,Sholapur,Akluj,Maize,Other,FAQ,1530,1551,1541,28-Jun-13
157,Sholapur,Akluj,Maize,Other,FAQ,1400,1430,1410,25-Jun-13
158,Sholapur,Akluj,Maize,Other,FAQ,1500,1500,1500,21-Jun-13
159,Sholapur,Akluj,Maize,Other,FAQ,1480,1480,1480,20-Jun-13
160,Sholapur,Akluj,Maize,Other,FAQ,1450,1530,1510,18-Jun-13
161,Sholapur,Akluj,Maize,Other,FAQ,1479,1490,1490,11-Jun-13
162,Sholapur,Akluj,Maize,Other,FAQ,1400,1500,1488,4-Jun-13
163,Sholapur,Akluj,Maize,Other,FAQ,1422,1422,1422,31-May-13
164,Sholapur,Akluj,Maize,Other,FAQ,1400,1432,1432,28-May-13
165,Sholapur,Akluj,Maize,Other,FAQ,1340,1351,1351,24-May-13
166,Sholapur,Akluj,Maize,Other,FAQ,1311,1344,1344,21-May-13
167,Sholapur,Akluj,Maize,Other,FAQ,1275,1300,1290,16-May-13
168,Sholapur,Akluj,Maize,Other,FAQ,1300,1305,1300,14-May-13
169,Sholapur,Akluj,Maize,Other,FAQ,1281,1301,1301,10-May-13
170,Sholapur,Akluj,Maize,Other,FAQ,1229,1307,1301,7-May-13
171,Sholapur,Akluj,Maize,Other,FAQ,1271,1307,1300,3-May-13
172,Sholapur,Akluj,Maize,Other,FAQ,1175,1306,1306,30-Apr-13
173,Sholapur,Akluj,Maize,Other,FAQ,1290,1310,1306,26-Apr-13
174,Sholapur,Akluj,Maize,Other,FAQ,1350,1351,1351,16-Apr-13
175,Sholapur,Akluj,Maize,Other,FAQ,1351,1355,1351,12-Apr-13
176,Sholapur,Akluj,Maize,Other,FAQ,1345,1360,1360,9-Apr-13
177,Sholapur,Akluj,Maize,Other,FAQ,1331,1345,1345,4-Apr-13
178,Sholapur,Akluj,Maize,Other,FAQ,1320,1341,1330,2-Apr-13
179,Sholapur,Akluj,Maize,Other,FAQ,1300,1320,1320,29-Mar-13
180,Sholapur,Akluj,Maize,Other,FAQ,1340,1345,1341,26-Mar-13
181,Sholapur,Akluj,Maize,Other,FAQ,1320,1330,1330,21-Mar-13
182,Sholapur,Akluj,Maize,Other,FAQ,1340,1365,1340,15-Mar-13
183,Sholapur,Akluj,Maize,Other,FAQ,1360,1390,1370,14-Mar-13
184,Sholapur,Akluj,Maize,Other,FAQ,1360,1405,1380,12-Mar-13
185,Sholapur,Akluj,Maize,Other,FAQ,1650,1665,1660,7-Mar-13
186,Sholapur,Akluj,Maize,Other,FAQ,1350,1370,1365,5-Mar-13
187,Sholapur,Akluj,Maize,Other,FAQ,1350,1365,1350,27-Feb-13
188,Sholapur,Akluj,Maize,Other,FAQ,1335,1365,1350,26-Feb-13
189,Sholapur,Akluj,Maize,Other,FAQ,1340,1351,1345,22-Feb-13
190,Sholapur,Akluj,Maize,Other,FAQ,1333,1350,1341,20-Feb-13
191,Sholapur,Akluj,Maize,Other,FAQ,1301,1340,1335,18-Feb-13
192,Sholapur,Akluj,Maize,Other,FAQ,1341,1350,1350,14-Feb-13
193,Sholapur,Akluj,Maize,Other,FAQ,1340,1360,1350,12-Feb-13
194,Sholapur,Akluj,Maize,Other,FAQ,1350,1360,1360,8-Feb-13
195,Sholapur,Akluj,Maize,Other,FAQ,1360,1370,1370,5-Feb-13
196,Sholapur,Akluj,Maize,Other,FAQ,1350,1390,1375,1-Feb-13
197,Sholapur,Akluj,Maize,Other,FAQ,1400,1411,1400,29-Jan-13
198,Sholapur,Akluj,Maize,Other,FAQ,1390,1411,1401,25-Jan-13
199,Sholapur,Akluj,Maize,Other,FAQ,1380,1411,1407,22-Jan-13
200,Sholapur,Akluj,Maize,Other,FAQ,1400,1409,1405,17-Jan-13
201,Sholapur,Akluj,Maize,Other,FAQ,1321,1410,1408,15-Jan-13
202,Sholapur,Akluj,Maize,Other,FAQ,1390,1410,1401,11-Jan-13
203,Sholapur,Akluj,Maize,Other,FAQ,1400,1411,1410,8-Jan-13
204,Sholapur,Akluj,Maize,Other,FAQ,1400,1400,1400,4-Jan-13
205,Sholapur,Akluj,Maize,Other,FAQ,1361,1400,1400,1-Jan-13
206,Sholapur,Akluj,Maize,Other,FAQ,1380,1400,1390,26-Dec-12
207,Sholapur,Akluj,Maize,Other,FAQ,1386,1420,1400,25-Dec-12
208,Sholapur,Akluj,Maize,Other,FAQ,1400,1400,1400,21-Dec-12
209,Sholapur,Akluj,Maize,Other,FAQ,1390,1405,1405,13-Dec-12
210,Sholapur,Akluj,Maize,Other,FAQ,1397,1403,1402,11-Dec-12
211,Sholapur,Akluj,Maize,Other,FAQ,1370,1400,1380,8-Dec-12
212,Sholapur,Akluj,Maize,Other,FAQ,1325,1325,1325,4-Dec-12
213,Sholapur,Akluj,Maize,Other,FAQ,1255,1261,1261,9-Nov-12
214,Sholapur,Akluj,Maize,Other,FAQ,1201,1291,1272,6-Nov-12
215,Sholapur,Akluj,Maize,Other,FAQ,1270,1300,1280,30-Oct-12
216,Sholapur,Akluj,Maize,Other,FAQ,1351,1400,1390,26-Oct-12
217,Sholapur,Akluj,Maize,Other,FAQ,1400,1425,1410,23-Oct-12
218,Sholapur,Akluj,Maize,Other,FAQ,1425,1425,1425,18-Oct-12
219,Sholapur,Akluj,Maize,Other,FAQ,1275,1435,1435,9-Oct-12
220,Sholapur,Akluj,Maize,Other,FAQ,1275,1435,1435,4-Oct-12
221,Sholapur,Akluj,Maize,Other,FAQ,1376,1400,1400,28-Sep-12
222,Sholapur,Akluj,Maize,Other,FAQ,1445,1460,1450,20-Sep-12
223,Sholapur,Akluj,Maize,Other,FAQ,1475,1500,1496,18-Sep-12
224,Sholapur,Akluj,Maize,Other,FAQ,1550,1560,1550,13-Sep-12
225,Sholapur,Akluj,Maize,Other,FAQ,1500,1502,1500,28-Aug-12
226,Sholapur,Akluj,Maize,Other,FAQ,1401,1401,1401,16-Aug-12
227,Sholapur,Akluj,Maize,Other,FAQ,1430,1430,1430,14-Aug-12
228,Sholapur,Akluj,Maize,Other,FAQ,1400,1400,1400,7-Aug-12
229,Sholapur,Akluj,Maize,Other,FAQ,1400,1500,1500,3-Aug-12
230,Sholapur,Akluj,Maize,Other,FAQ,1250,1250,1250,21-Jul-12
231,Sholapur,Akluj,Maize,Other,FAQ,1400,1400,1400,18-Jul-12
232,Sholapur,Akluj,Maize,Other,FAQ,1387,1387,1387,17-Jul-12
233,Sholapur,Akluj,Maize,Other,FAQ,1387,1387,1387,13-Jul-12
234,Sholapur,Akluj,Maize,Other,FAQ,1300,1346,1346,10-Jul-12
235,Sholapur,Akluj,Maize,Other,FAQ,1270,1270,1270,5-Jul-12
236,Sholapur,Akluj,Maize,Other,FAQ,1250,1250,1250,22-Jun-12
237,Sholapur,Akluj,Maize,Other,FAQ,1211,1270,1221,19-Jun-12
238,Sholapur,Akluj,Maize,Other,FAQ,1165,1165,1165,13-Jun-12
239,Sholapur,Akluj,Maize,Other,FAQ,1160,1190,1170,12-Jun-12
240,Sholapur,Akluj,Maize,Other,FAQ,1100,1176,1176,7-Jun-12
241,Sholapur,Akluj,Maize,Other,FAQ,1100,1176,1165,5-Jun-12
242,Sholapur,Akluj,Maize,Other,FAQ,1138,1138,1138,29-May-12
243,Sholapur,Akluj,Maize,Other,FAQ,1150,1160,1150,22-May-12
244,Sholapur,Akluj,Maize,Other,FAQ,1125,1125,1125,15-May-12
245,Sholapur,Akluj,Maize,Other,FAQ,1165,1165,1165,11-May-12
246,Sholapur,Akluj,Maize,Other,FAQ,1190,1215,1211,20-Apr-12
247,Sholapur,Akluj,Maize,Other,FAQ,1238,1238,1238,10-Apr-12
248,Sholapur,Akluj,Maize,Other,FAQ,1200,1221,1221,3-Apr-12
249,Sholapur,Akluj,Maize,Other,FAQ,1140,1160,1160,29-Mar-12
250,Sholapur,Akluj,Maize,Other,FAQ,1140,1140,1140,27-Mar-12
251,Sholapur,Akluj,Maize,Other,FAQ,1161,1161,1161,23-Mar-12
252,Sholapur,Akluj,Maize,Other,FAQ,1160,1175,1175,22-Mar-12
253,Sholapur,Akluj,Maize,Other,FAQ,1176,1180,1180,15-Mar-12
254,Sholapur,Akluj,Maize,Other,FAQ,1105,1210,1180,6-Mar-12
255,Sholapur,Akluj,Maize,Other,FAQ,1201,1201,1201,2-Mar-12
256,Sholapur,Akluj,Maize,Other,FAQ,1181,1200,1200,21-Feb-12
257,Sholapur,Akluj,Maize,Other,FAQ,1150,1180,1180,14-Feb-12
258,Sholapur,Akluj,Maize,Other,FAQ,1161,1196,1185,9-Feb-12
259,Sholapur,Akluj,Maize,Other,FAQ,1171,1171,1171,3-Feb-12
260,Sholapur,Akluj,Maize,Other,FAQ,1180,1200,1180,31-Jan-12
261,Sholapur,Akluj,Maize,Other,FAQ,1150,1175,1150,27-Jan-12
262,Sholapur,Akluj,Maize,Other,FAQ,1151,1180,1180,24-Jan-12
263,Sholapur,Akluj,Maize,Other,FAQ,1200,1201,1200,19-Jan-12
264,Sholapur,Akluj,Maize,Other,FAQ,1200,1215,1215,17-Jan-12
265,Sholapur,Akluj,Maize,Other,FAQ,1210,1210,1210,12-Jan-12
266,Sholapur,Akluj,Maize,Other,FAQ,1225,1230,1227,10-Jan-12
267,Sholapur,Akluj,Maize,Other,FAQ,1175,1175,1175,6-Jan-12
268,Sholapur,Akluj,Maize,Other,FAQ,1145,1156,1150,27-Dec-11
269,Sholapur,Akluj,Maize,Other,FAQ,1055,1160,1090,22-Dec-11
270,Sholapur,Akluj,Maize,Other,FAQ,1078,1090,1080,20-Dec-11
271,Sholapur,Akluj,Maize,Other,FAQ,1030,1050,1040,15-Dec-11
272,Sholapur,Akluj,Maize,Other,FAQ,1021,1055,1040,13-Dec-11
273,Sholapur,Akluj,Maize,Other,FAQ,1025,1025,1025,9-Dec-11
274,Sholapur,Akluj,Maize,Other,FAQ,1000,1050,1021,6-Dec-11
275,Sholapur,Akluj,Maize,Other,FAQ,1015,1030,1030,2-Dec-11
276,Sholapur,Akluj,Maize,Other,FAQ,1020,1041,1030,29-Nov-11
277,Sholapur,Akluj,Maize,Other,FAQ,1020,1030,1030,24-Nov-11
278,Sholapur,Akluj,Maize,Other,FAQ,1001,1025,1015,22-Nov-11
279,Sholapur,Akluj,Maize,Other,FAQ,1061,1061,1061,15-Nov-11
280,Sholapur,Akluj,Maize,Other,FAQ,1051,1071,1060,12-Nov-11
281,Sholapur,Akluj,Maize,Other,FAQ,1070,1090,1090,9-Nov-11
282,Sholapur,Akluj,Maize,Other,FAQ,1090,1100,1100,8-Nov-11
283,Sholapur,Akluj,Maize,Other,FAQ,1030,1050,1050,20-Oct-11
284,Sholapur,Akluj,Maize,Other,FAQ,1035,1075,1051,18-Oct-11
285,Sholapur,Akluj,Maize,Other,FAQ,1026,1061,1051,11-Oct-11
286,Sholapur,Akluj,Maize,Other,FAQ,1000,1100,1075,7-Oct-11
287,Sholapur,Akluj,Maize,Other,FAQ,1050,1110,1100,4-Oct-11
288,Sholapur,Akluj,Maize,Other,FAQ,1111,1135,1125,29-Sep-11
289,Sholapur,Akluj,Maize,Other,FAQ,1115,1141,1135,27-Sep-11
290,Sholapur,Akluj,Maize,Other,FAQ,1171,1175,1175,22-Sep-11
291,Sholapur,Akluj,Maize,Other,FAQ,1182,1182,1182,20-Sep-11
292,Sholapur,Akluj,Maize,Other,FAQ,1125,1151,1151,17-Sep-11
293,Sholapur,Akluj,Maize,Other,FAQ,1180,1180,1180,14-Sep-11
294,Sholapur,Akluj,Maize,Other,FAQ,1151,1151,1151,13-Sep-11
295,Sholapur,Akluj,Maize,Other,FAQ,1180,1180,1180,30-Aug-11
296,Sholapur,Akluj,Maize,Other,FAQ,1255,1255,1255,23-Aug-11
297,Sholapur,Akluj,Maize,Other,FAQ,1250,1250,1250,18-Aug-11
298,Sholapur,Akluj,Maize,Other,FAQ,1250,1250,1250,5-Aug-11
299,Sholapur,Akluj,Maize,Other,FAQ,1251,1251,1251,2-Aug-11
300,Sholapur,Akluj,Maize,Other,FAQ,1225,1225,1225,26-Jul-11
301,Sholapur,Akluj,Maize,Other,FAQ,1225,1225,1225,22-Jul-11
302,Sholapur,Akluj,Maize,Other,FAQ,1201,1211,1211,14-Jul-11
303,Sholapur,Akluj,Maize,Other,FAQ,1125,1221,1211,12-Jul-11
304,Sholapur,Akluj,Maize,Other,FAQ,1211,1230,1220,5-Jul-11
305,Sholapur,Akluj,Maize,Other,FAQ,1210,1225,1220,28-Jun-11
306,Sholapur,Akluj,Maize,Other,FAQ,1100,1230,1225,23-Jun-11
307,Sholapur,Akluj,Maize,Other,FAQ,1210,1210,1210,22-Jun-11
308,Sholapur,Akluj,Maize,Other,FAQ,1210,1250,1225,21-Jun-11
309,Sholapur,Akluj,Maize,Other,FAQ,1180,1180,1180,14-Jun-11
310,Sholapur,Akluj,Maize,Other,FAQ,1170,1200,1200,9-Jun-11
311,Sholapur,Akluj,Maize,Other,FAQ,1120,1225,1180,7-Jun-11
312,Sholapur,Akluj,Maize,Other,FAQ,1200,1221,1211,2-Jun-11
313,Sholapur,Akluj,Maize,Other,FAQ,1201,1221,1221,31-May-11
314,Sholapur,Akluj,Maize,Other,FAQ,1170,1180,1180,28-May-11
315,Sholapur,Akluj,Maize,Other,FAQ,1165,1175,1175,24-May-11
316,Sholapur,Akluj,Maize,Other,FAQ,1165,1195,1191,20-May-11
317,Sholapur,Akluj,Maize,Other,FAQ,1150,1230,1175,17-May-11
318,Sholapur,Akluj,Maize,Other,FAQ,1201,1215,1215,12-May-11
319,Sholapur,Akluj,Maize,Other,FAQ,1151,1201,1200,10-May-11
320,Sholapur,Akluj,Maize,Other,FAQ,1150,1235,1215,3-May-11
321,Sholapur,Akluj,Maize,Other,FAQ,1255,1281,1280,30-Apr-11
322,Sholapur,Akluj,Maize,Yellow,FAQ,1000,1255,1200,29-Apr-11
323,Sholapur,Akluj,Maize,Yellow,FAQ,1050,1250,1150,28-Apr-11
324,Sholapur,Akluj,Maize,Other,FAQ,1275,1275,1275,28-Apr-11
325,Sholapur,Akluj,Maize,Other,FAQ,1275,1285,1285,26-Apr-11
326,Sholapur,Akluj,Maize,Other,FAQ,1231,1280,1280,22-Apr-11
