Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
301,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1870,1875,1875,30-May-17
302,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1700,1700,1700,29-May-17
303,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,2100,1900,26-May-17
304,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1805,1805,1805,25-May-17
305,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1500,2150,1760,24-May-17
306,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1580,2205,1675,23-May-17
307,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1785,2075,2075,20-May-17
308,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2150,2150,2150,17-May-17
309,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1690,1990,1990,16-May-17
310,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1800,1800,1800,15-May-17
311,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,2225,1600,13-May-17
312,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1500,2200,1705,11-May-17
313,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1500,1500,1500,10-May-17
314,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1900,1700,09-May-17
315,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2500,2500,2500,06-May-17
316,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1700,2300,2200,05-May-17
317,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1600,2205,2100,03-May-17
318,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1450,2850,2405,02-May-17
319,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1600,1900,1800,29-Apr-17
320,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1435,2300,2000,27-Apr-17
321,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2200,2200,2200,25-Apr-17
322,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1745,2000,1800,24-Apr-17
323,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1675,2360,2000,22-Apr-17
324,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1800,1800,1800,18-Apr-17
325,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1430,2105,2005,15-Apr-17
326,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2245,2245,2245,14-Apr-17
327,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1575,2650,2000,13-Apr-17
328,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2040,2040,2040,10-Apr-17
329,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2110,2250,2250,08-Apr-17
330,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1410,2215,2005,05-Apr-17
331,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1305,2150,2000,04-Apr-17
332,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1580,2300,1825,03-Apr-17
333,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2300,2305,2305,25-Mar-17
334,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1325,1750,1750,24-Mar-17
335,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1420,1805,1805,23-Mar-17
336,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1425,1900,1900,22-Mar-17
337,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1810,1810,1810,21-Mar-17
338,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2010,2010,2010,20-Mar-17
339,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2020,2020,2020,16-Mar-17
340,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1690,1775,1775,15-Mar-17
341,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1900,1900,1900,14-Mar-17
342,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1405,1405,1405,09-Mar-17
343,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1710,1735,1735,07-Mar-17
344,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1725,1775,1750,06-Mar-17
345,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1700,1670,04-Mar-17
346,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1755,1800,1800,03-Mar-17
347,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1635,1875,1645,02-Mar-17
348,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1885,1925,1925,28-Feb-17
349,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1280,1875,1605,27-Feb-17
350,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1625,1805,1775,20-Feb-17
351,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1800,1800,1800,13-Feb-17
352,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1600,1600,1600,10-Feb-17
353,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2155,2155,2155,09-Feb-17
354,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1550,1550,1550,03-Dec-16
355,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1400,1400,25-Oct-16
356,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2700,2700,2700,19-Oct-16
357,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1300,1300,1300,17-Oct-16
358,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1485,1485,1485,14-Oct-16
359,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1755,1755,1755,08-Oct-16
360,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1880,1880,1880,07-Oct-16
361,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1355,1355,1355,05-Oct-16
362,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2300,2300,2300,04-Oct-16
363,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1565,1565,1565,03-Sep-16
364,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1600,1600,1600,24-Aug-16
365,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1570,1570,1570,22-Aug-16
366,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1405,1405,11-Aug-16
367,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1500,1900,1900,08-Jul-16
368,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1600,2075,2075,05-Jul-16
369,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1800,1800,1800,04-Jul-16
370,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1750,2100,2100,29-Jun-16
371,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2140,2140,2140,16-Jun-16
372,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1605,1605,1605,14-Jun-16
373,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2500,2500,2500,13-Jun-16
374,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1760,1760,1760,09-Jun-16
375,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1600,1600,1600,07-Jun-16
376,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2090,2090,2090,30-May-16
377,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1810,1810,1810,25-May-16
378,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1435,1435,1435,24-May-16
379,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1600,1600,1600,23-May-16
380,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1500,1500,1500,05-May-16
381,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1600,1600,1600,02-May-16
382,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2100,2100,2100,26-Apr-16
383,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1600,1600,1600,23-Apr-16
384,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1650,1805,1805,14-Apr-16
385,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1545,2150,2130,04-Apr-16
386,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2200,2200,2200,01-Apr-16
387,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1400,1400,29-Mar-16
388,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1400,1400,21-Mar-16
389,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1730,1730,1730,19-Mar-16
390,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2155,2155,2155,15-Mar-16
391,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1990,1990,1990,10-Mar-16
392,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1890,1890,1890,09-Mar-16
393,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1465,1465,1465,08-Mar-16
394,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1900,1900,1900,23-Feb-16
395,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1460,1460,1460,18-Feb-16
396,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1500,1500,1500,13-Feb-16
397,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1500,2150,2150,28-Jan-16
398,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2300,2300,2300,27-Jan-16
399,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2000,2000,2000,21-Jan-16
400,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1735,1735,1735,13-Jan-16
401,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2100,2100,2100,30-Dec-15
402,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1650,1650,1650,29-Dec-15
403,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1630,1630,1630,23-Dec-15
404,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1830,1830,1830,12-Dec-15
405,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1585,1585,1585,05-Dec-15
406,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1540,1540,1540,21-Nov-15
407,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1590,2501,1800,12-Nov-15
408,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1780,1780,1780,24-Oct-15
409,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1475,1605,1605,14-Oct-15
410,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1505,1505,1505,12-Oct-15
411,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1400,1400,01-Oct-15
412,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1495,2305,2305,29-Sep-15
413,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1400,1400,28-Sep-15
414,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1450,1450,1450,16-Sep-15
415,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1950,1950,10-Sep-15
416,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1405,1405,1405,08-Sep-15
417,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1400,1400,31-Aug-15
418,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2190,2190,2190,25-Aug-15
419,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,2100,2100,08-Aug-15
420,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1530,1530,1530,03-Aug-15
421,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1970,1970,1970,25-Jul-15
422,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1700,1700,1700,22-Jul-15
423,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1400,1400,21-Jul-15
424,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1570,1570,1570,17-Jul-15
425,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1880,1880,1880,13-Jul-15
426,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1790,1735,08-Jul-15
427,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1430,2100,2000,07-Jul-15
428,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1830,1830,1830,03-Jul-15
429,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1700,1425,30-Jun-15
430,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1500,1705,1670,22-Jun-15
431,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1600,1600,1600,18-Jun-15
432,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1600,1600,1600,16-Jun-15
433,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2150,2150,2150,08-Jun-15
434,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1400,1400,29-May-15
435,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1500,2225,2225,23-May-15
436,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1520,2105,1900,22-May-15
437,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1800,1800,1800,18-May-15
438,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,2205,1575,13-May-15
439,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1500,2250,1650,09-May-15
440,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1410,2150,2150,05-May-15
441,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,2105,1805,04-May-15
442,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1855,1510,29-Apr-15
443,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,2150,2150,28-Apr-15
444,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2265,2400,2400,27-Apr-15
445,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1830,2125,2080,24-Apr-15
446,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2200,2200,2200,20-Apr-15
447,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1800,1800,1800,18-Apr-15
448,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1500,1855,1700,16-Apr-15
449,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1565,1985,1700,11-Apr-15
450,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2005,2005,2005,10-Apr-15
451,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1500,2050,1800,09-Apr-15
452,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,2425,1900,06-Apr-15
453,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1425,1825,1440,02-Apr-15
454,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1410,2000,1750,01-Apr-15
455,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1700,1900,1700,28-Mar-15
456,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1945,1620,26-Mar-15
457,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1450,2000,1660,23-Mar-15
458,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1410,1505,1505,19-Mar-15
459,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,2285,1500,18-Mar-15
460,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2005,2185,2185,09-Mar-15
461,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1700,2035,1975,07-Mar-15
462,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2000,2325,2120,05-Mar-15
463,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2000,2165,2165,03-Mar-15
464,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1900,2000,2000,28-Feb-15
465,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1535,2000,1730,27-Feb-15
466,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1500,1780,1585,26-Feb-15
467,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1600,1600,1600,10-Feb-15
468,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,2275,2275,2275,02-Feb-15
469,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1410,1440,1440,29-Jan-15
470,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1450,1420,28-Jan-15
471,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1600,1450,27-Jan-15
472,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1425,1600,1600,24-Jan-15
473,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1405,1405,1405,22-Jan-15
474,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1490,1525,1525,08-Dec-14
475,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1355,1855,1500,01-Nov-14
476,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1300,1300,1300,31-Oct-14
477,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1405,1405,30-Oct-14
478,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1345,1345,1345,29-Oct-14
479,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1285,1335,1300,28-Oct-14
480,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1175,1345,1300,27-Oct-14
481,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1325,1400,1355,25-Oct-14
482,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1351,1395,1375,24-Oct-14
483,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1150,1350,1240,18-Oct-14
484,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1250,1305,1300,17-Oct-14
485,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1000,1385,1300,16-Oct-14
486,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1300,1400,1355,14-Oct-14
487,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1150,1365,1300,13-Oct-14
488,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1345,1500,1370,11-Oct-14
489,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1550,1550,10-Oct-14
490,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1400,1400,09-Oct-14
491,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1350,1350,08-Oct-14
492,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1500,1375,07-Oct-14
493,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1390,1980,1415,06-Oct-14
494,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1375,1400,1400,04-Oct-14
495,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1375,1505,1420,02-Oct-14
496,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1375,1440,1420,01-Oct-14
497,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1375,1440,1400,30-Sep-14
498,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1440,1400,29-Sep-14
499,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1455,1430,23-Sep-14
500,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1300,2005,1450,22-Sep-14
501,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1540,1540,20-Sep-14
502,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1425,1450,1440,19-Sep-14
503,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1900,1450,18-Sep-14
504,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1450,1415,17-Sep-14
505,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1500,1450,16-Sep-14
506,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1300,1800,1400,15-Sep-14
507,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1400,1400,13-Sep-14
508,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1385,1375,12-Sep-14
509,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1900,1475,11-Sep-14
510,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1355,1500,1440,10-Sep-14
511,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1800,1640,09-Sep-14
512,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1775,1450,06-Sep-14
513,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1380,1700,1700,05-Sep-14
514,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1800,1650,04-Sep-14
515,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1405,1405,03-Sep-14
516,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1390,1410,1400,02-Sep-14
517,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1650,1650,01-Sep-14
518,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1685,1685,30-Aug-14
519,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1370,1425,1425,28-Aug-14
520,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1400,1400,27-Aug-14
521,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1445,1405,26-Aug-14
522,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1405,1450,1420,23-Aug-14
523,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1200,1680,1515,22-Aug-14
524,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1390,1415,1415,21-Aug-14
525,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1340,1455,1450,20-Aug-14
526,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1415,1415,1415,19-Aug-14
527,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1375,1375,1375,14-Aug-14
528,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,2200,1680,13-Aug-14
529,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1395,1590,1405,12-Aug-14
530,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1355,1355,1355,11-Aug-14
531,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1370,1370,1370,09-Aug-14
532,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1300,1795,1370,08-Aug-14
533,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1360,1375,1375,07-Aug-14
534,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1365,1697,1375,06-Aug-14
535,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1250,1505,1365,05-Aug-14
536,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1340,1780,1350,31-Jul-14
537,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1300,1700,1675,30-Jul-14
538,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1300,1565,1340,28-Jul-14
539,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1350,1350,25-Jul-14
540,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1700,1700,1700,24-Jul-14
541,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1725,1655,23-Jul-14
542,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1600,1380,22-Jul-14
543,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1500,1500,21-Jul-14
544,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1305,1380,1350,15-Jul-14
545,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1300,1435,1350,14-Jul-14
546,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1100,1370,1370,10-Jul-14
547,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1450,1450,09-Jul-14
548,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1365,1405,1405,08-Jul-14
549,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1300,1400,1365,07-Jul-14
550,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1375,1375,1375,03-Jul-14
551,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1750,1750,02-Jul-14
552,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1345,1605,1365,01-Jul-14
553,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1855,1365,30-Jun-14
554,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1365,1365,1365,27-Jun-14
555,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1380,1380,1380,21-Jun-14
556,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1355,1355,1355,20-Jun-14
557,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1300,1355,1355,19-Jun-14
558,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1300,1640,1355,18-Jun-14
559,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1600,1600,14-Jun-14
560,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1385,1385,1385,12-Jun-14
561,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1300,1330,1300,11-Jun-14
562,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1465,1470,1470,07-Jun-14
563,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1300,1805,1390,06-Jun-14
564,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1425,1425,1425,04-Jun-14
565,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,1385,1385,03-Jun-14
566,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1300,1300,1300,02-Jun-14
567,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1310,1400,1315,19-Apr-14
568,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1280,1335,1300,18-Apr-14
569,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,1400,1400,16-Apr-14
570,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1200,1920,1400,24-Mar-14
571,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1350,2000,1655,22-Mar-14
572,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1445,2035,1650,20-Mar-14
573,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1340,2085,1740,19-Mar-14
574,Sholapur,Dudhani,Wheat,Maharashtra 2189,FAQ,1400,2075,1700,18-Mar-14
