Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),modalprice,pricedate
5605,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,1876,1801,28-Jul-17
5606,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,1950,1850,27-Jul-17
5607,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1775,2001,1850,26-Jul-17
5608,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1850,1875,1850,25-Jul-17
5609,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1725,2400,1875,24-Jul-17
5610,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1849,2600,1900,21-Jul-17
5611,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1750,2500,1840,20-Jul-17
5612,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,1851,1800,19-Jul-17
5613,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2000,1875,18-Jul-17
5614,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,3275,1950,17-Jul-17
5615,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1851,1950,1900,14-Jul-17
5616,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1752,2000,1900,13-Jul-17
5617,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1835,1925,1870,12-Jul-17
5618,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1701,1900,1900,11-Jul-17
5619,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1760,2042,1880,10-Jul-17
5620,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1750,2601,2000,7-Jul-17
5621,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1850,2600,1900,6-Jul-17
5622,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1781,2100,1900,5-Jul-17
5623,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1755,2602,1900,3-Jul-17
5624,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1900,2613,2000,30-Jun-17
5625,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2000,1900,29-Jun-17
5626,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1750,2001,1900,28-Jun-17
5627,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1765,2490,1900,27-Jun-17
5628,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2000,1900,23-Jun-17
5629,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1750,1992,1850,22-Jun-17
5630,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1780,2150,1875,20-Jun-17
5631,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2500,1900,19-Jun-17
5632,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1900,2100,2000,16-Jun-17
5633,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2750,1900,15-Jun-17
5634,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1835,1900,1860,13-Jun-17
5635,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1750,2150,1850,12-Jun-17
5636,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1775,1900,1850,8-Jun-17
5637,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1801,1910,1870,7-Jun-17
5638,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1750,1970,1800,6-Jun-17
5639,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1750,1900,1800,1-Jun-17
5640,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,1900,1800,29-May-17
5641,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,1876,1800,26-May-17
5642,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1750,1950,1850,25-May-17
5643,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,1900,1870,23-May-17
5644,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,1925,1800,22-May-17
5645,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,1922,1800,19-May-17
5646,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1750,1950,1850,16-May-17
5647,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2700,2000,15-May-17
5648,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1850,1850,1850,12-May-17
5649,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1725,2021,1900,11-May-17
5650,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1731,2050,1951,9-May-17
5651,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2011,1850,8-May-17
5652,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1851,1951,1900,5-May-17
5653,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1900,1900,1900,4-May-17
5654,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2026,1900,3-May-17
5655,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1750,2000,1900,2-May-17
5656,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2150,1900,28-Apr-17
5657,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1550,2150,2000,27-Apr-17
5658,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1900,2180,1960,25-Apr-17
5659,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2050,1900,24-Apr-17
5660,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1851,2001,1900,20-Apr-17
5661,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1900,2100,1925,19-Apr-17
5662,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1900,2025,1950,18-Apr-17
5663,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2135,1950,17-Apr-17
5664,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2100,2000,13-Apr-17
5665,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2050,1950,11-Apr-17
5666,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2200,1950,10-Apr-17
5667,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1950,2005,2000,7-Apr-17
5668,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2100,1900,6-Apr-17
5669,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2100,1900,5-Apr-17
5670,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2100,1900,3-Apr-17
5671,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2200,1900,28-Mar-17
5672,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2020,1900,27-Mar-17
5673,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,1950,1900,24-Mar-17
5674,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2050,1950,23-Mar-17
5675,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1850,2080,1900,22-Mar-17
5676,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1703,2100,1900,21-Mar-17
5677,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1721,2150,1900,20-Mar-17
5678,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1707,1940,1800,17-Mar-17
5679,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1750,2105,1900,16-Mar-17
5680,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1670,1916,1800,15-Mar-17
5681,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2161,2000,14-Mar-17
5682,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2165,1900,10-Mar-17
5683,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2300,2000,9-Mar-17
5684,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1681,2230,2000,8-Mar-17
5685,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2230,2000,7-Mar-17
5686,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2301,2050,6-Mar-17
5687,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2150,1900,3-Mar-17
5688,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1650,2206,1850,2-Mar-17
5689,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,1900,1851,28-Feb-17
5690,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1681,2600,2100,27-Feb-17
5691,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2101,1900,23-Feb-17
5692,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2200,2000,22-Feb-17
5693,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1900,2600,2400,18-Feb-17
5694,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2180,3000,2400,17-Feb-17
5695,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1851,2450,2275,15-Feb-17
5696,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1951,2700,2300,14-Feb-17
5697,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2400,2200,13-Feb-17
5698,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2000,2511,2400,11-Feb-17
5699,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2218,2000,10-Feb-17
5700,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2375,2175,9-Feb-17
5701,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2500,2200,8-Feb-17
5702,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2000,2575,2450,7-Feb-17
5703,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1900,2600,2400,6-Feb-17
5704,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1900,2700,2450,4-Feb-17
5705,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1802,2500,2390,3-Feb-17
5706,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2201,2600,2450,2-Feb-17
5707,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2201,2600,2450,1-Feb-17
5708,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2350,2631,2400,30-Jan-17
5709,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2450,2552,2470,28-Jan-17
5710,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2300,2590,2450,27-Jan-17
5711,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2400,2590,2462,25-Jan-17
5712,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2175,2350,2260,24-Jan-17
5713,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2100,2701,2425,19-Jan-17
5714,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2100,2402,2251,17-Jan-17
5715,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2451,2250,16-Jan-17
5716,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2125,2125,2125,14-Jan-17
5717,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2425,2425,2425,13-Jan-17
5718,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2001,2541,2400,12-Jan-17
5719,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1901,2402,2176,11-Jan-17
5720,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2400,2400,2400,10-Jan-17
5721,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1791,2500,2300,9-Jan-17
5722,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2400,2400,2400,7-Jan-17
5723,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1950,2436,2325,6-Jan-17
5724,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1951,2475,2350,5-Jan-17
5725,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1803,2310,2200,4-Jan-17
5726,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2400,2290,3-Jan-17
5727,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2000,2400,2300,2-Jan-17
5728,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2400,2200,30-Dec-16
5729,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2200,2250,2250,29-Dec-16
5730,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2401,2300,27-Dec-16
5731,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2200,2400,2350,22-Dec-16
5732,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2075,2300,2200,21-Dec-16
5733,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2000,2300,2200,20-Dec-16
5734,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1953,2500,2300,19-Dec-16
5735,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1980,2475,2275,15-Dec-16
5736,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1900,2301,2300,14-Dec-16
5737,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2000,2731,2400,13-Dec-16
5738,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2000,2600,2551,10-Dec-16
5739,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2750,2400,9-Dec-16
5740,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2200,3080,2590,7-Dec-16
5741,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2000,2600,2400,6-Dec-16
5742,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2000,2700,2500,5-Dec-16
5743,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2075,2900,2400,2-Dec-16
5744,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2700,2500,30-Nov-16
5745,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2200,2626,2400,28-Nov-16
5746,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2451,2451,2451,25-Nov-16
5747,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2300,2661,2500,24-Nov-16
5748,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2451,2600,2500,22-Nov-16
5749,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2400,2400,2400,21-Nov-16
5750,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2400,2400,2400,19-Nov-16
5751,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2600,2351,18-Nov-16
5752,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2350,2403,2400,16-Nov-16
5753,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2101,2650,2300,15-Nov-16
5754,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2000,2501,2326,10-Nov-16
5755,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2471,2591,2550,9-Nov-16
5756,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2076,2700,2400,7-Nov-16
5757,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1851,2800,1851,4-Nov-16
5758,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2151,2401,2151,3-Nov-16
5759,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2072,2100,2100,2-Nov-16
5760,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1851,2300,2165,31-Oct-16
5761,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2000,2300,2100,27-Oct-16
5762,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2051,2360,2101,26-Oct-16
5763,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1760,1760,1760,25-Oct-16
5764,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2400,2100,24-Oct-16
5765,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2226,1780,22-Oct-16
5766,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1860,2150,2100,21-Oct-16
5767,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1701,2300,2000,20-Oct-16
5768,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1701,2200,1900,19-Oct-16
5769,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1685,2150,2000,17-Oct-16
5770,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2151,1970,14-Oct-16
5771,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2000,1900,6-Oct-16
5772,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1620,2150,1900,3-Oct-16
5773,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2100,1900,26-Sep-16
5774,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1650,2200,1850,22-Sep-16
5775,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2200,1900,19-Sep-16
5776,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1650,2000,1900,17-Sep-16
5777,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2100,1950,12-Sep-16
5778,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1735,2326,2000,8-Sep-16
5779,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1650,2200,1900,6-Sep-16
5780,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1650,2000,1900,3-Sep-16
5781,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1650,2000,1900,29-Aug-16
5782,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1701,2250,2100,25-Aug-16
5783,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1650,2235,1900,22-Aug-16
5784,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1650,2071,2000,18-Aug-16
5785,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1650,2154,1900,11-Aug-16
5786,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2300,2100,8-Aug-16
5787,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2400,2050,4-Aug-16
5788,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2300,2100,1-Aug-16
5789,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1650,2301,2130,28-Jul-16
5790,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1650,2400,2150,25-Jul-16
5791,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2401,2100,22-Jul-16
5792,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2000,2116,2060,18-Jul-16
5793,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1650,2600,2200,7-Jul-16
5794,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1675,2424,2150,1-Jul-16
5795,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2351,2150,27-Jun-16
5796,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2350,2100,23-Jun-16
5797,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2405,2100,20-Jun-16
5798,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2302,2002,16-Jun-16
5799,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2300,2100,13-Jun-16
5800,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2350,2101,9-Jun-16
5801,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2400,2076,6-Jun-16
5802,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1631,2250,2100,2-Jun-16
5803,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2201,2100,30-May-16
5804,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2261,2081,26-May-16
5805,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2300,2050,23-May-16
5806,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2200,2050,19-May-16
5807,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1601,2400,2050,16-May-16
5808,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2300,2100,12-May-16
5809,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2300,2150,9-May-16
5810,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2250,2150,5-May-16
5811,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2500,2100,2-May-16
5812,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2300,2050,28-Apr-16
5813,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2562,2100,25-Apr-16
5814,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1653,2400,2150,21-Apr-16
5815,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2350,2100,18-Apr-16
5816,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2400,2000,11-Apr-16
5817,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2600,2200,8-Apr-16
5818,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1601,2500,2100,4-Apr-16
5819,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2601,2170,28-Mar-16
5820,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2300,2100,21-Mar-16
5821,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1661,2600,2050,17-Mar-16
5822,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2500,2100,14-Mar-16
5823,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2500,2100,10-Mar-16
5824,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1601,2300,2010,3-Mar-16
5825,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2276,2000,1-Mar-16
5826,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2500,2000,25-Feb-16
5827,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2300,1901,22-Feb-16
5828,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1601,2350,2000,18-Feb-16
5829,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2500,2121,15-Feb-16
5830,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2600,2075,11-Feb-16
5831,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1750,2100,1800,4-Feb-16
5832,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2200,2000,1-Feb-16
5833,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2300,1700,28-Jan-16
5834,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2000,1800,25-Jan-16
5835,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1685,2326,1900,18-Jan-16
5836,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2401,1900,14-Jan-16
5837,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1616,2150,2000,11-Jan-16
5838,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2201,2000,7-Jan-16
5839,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1675,2451,2000,31-Dec-15
5840,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2152,2000,28-Dec-15
5841,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2302,2100,21-Dec-15
5842,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1800,2500,2050,17-Dec-15
5843,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2200,2000,14-Dec-15
5844,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2000,2600,2262,10-Dec-15
5845,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1900,2380,2250,7-Dec-15
5846,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2100,2500,2300,3-Dec-15
5847,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2000,2500,2300,30-Nov-15
5848,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,2200,2500,2300,23-Nov-15
5849,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1801,2500,2300,19-Nov-15
5850,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1951,2501,2260,16-Nov-15
5851,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2500,1950,12-Nov-15
5852,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1700,2081,1775,5-Nov-15
5853,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1650,1825,1711,2-Nov-15
5854,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1650,1891,1725,29-Oct-15
5855,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1625,2091,1700,26-Oct-15
5856,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,1919,1700,22-Oct-15
5857,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,1900,1650,19-Oct-15
5858,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,1801,1650,15-Oct-15
5859,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2000,1700,13-Oct-15
5860,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2000,1725,8-Oct-15
5861,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,2000,1700,5-Oct-15
5862,Sholapur,Mangal Wedha,Jowar(Sorghum),Other,FAQ,1600,1792,1700,1-Oct-15
