Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),modalprice,pricedate
699,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1570,1570,1570,18-Apr-16
700,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1675,1675,1675,13-Apr-16
701,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1500,1625,1600,12-Apr-16
702,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1680,1680,1680,11-Apr-16
703,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1640,1640,1640,6-Apr-16
704,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1730,1730,1730,4-Apr-16
705,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1700,1700,1700,29-Mar-16
706,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1670,1670,1670,26-Mar-16
707,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1400,1400,1400,22-Mar-16
708,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1655,1655,1655,18-Mar-16
709,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1520,1520,1520,16-Mar-16
710,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1475,1660,1600,15-Mar-16
711,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1565,1565,1565,12-Mar-16
712,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1560,1560,1560,9-Mar-16
713,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1300,1570,1530,8-Mar-16
714,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1550,1550,1550,5-Mar-16
715,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1540,1575,1575,4-Mar-16
716,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1365,1400,1400,3-Mar-16
717,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1450,1545,1545,2-Mar-16
718,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1385,1485,1485,1-Mar-16
719,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1340,1495,1495,13-Feb-16
720,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1325,1325,1325,12-Feb-16
721,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1400,1400,1400,11-Feb-16
722,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1340,1340,1340,9-Feb-16
723,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1400,1400,1400,2-Feb-16
724,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1355,1490,1490,29-Jan-16
725,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1300,1380,1380,28-Jan-16
726,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1300,1300,1300,27-Jan-16
727,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1370,1565,1495,25-Jan-16
728,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1415,1505,1425,23-Jan-16
729,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1400,1510,1440,22-Jan-16
730,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1480,1570,1570,21-Jan-16
731,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1575,1585,1585,14-Jan-16
732,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1665,1665,1665,13-Jan-16
733,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1490,1490,1490,12-Jan-16
734,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1530,1600,1540,11-Jan-16
735,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1405,1405,1405,6-Jan-16
736,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1440,1440,1440,5-Jan-16
737,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1335,1470,1370,2-Jan-16
738,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1300,1630,1630,31-Dec-15
739,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1350,1350,1350,30-Dec-15
740,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1440,1470,1470,26-Dec-15
741,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1290,1290,1290,24-Dec-15
742,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1500,1625,1625,23-Dec-15
743,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1640,1640,1640,21-Dec-15
744,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1350,1620,1550,19-Dec-15
745,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1445,1500,1500,18-Dec-15
746,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1560,1690,1690,16-Dec-15
747,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1660,1660,1660,15-Dec-15
748,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1400,1595,1595,14-Dec-15
749,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1500,1645,1645,12-Dec-15
750,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1500,1670,1670,11-Dec-15
751,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1385,1385,1385,10-Dec-15
752,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1500,1640,1615,8-Dec-15
753,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1400,1400,1400,7-Dec-15
754,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1450,1595,1595,5-Dec-15
755,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1475,1475,1475,4-Dec-15
756,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1425,1630,1500,1-Dec-15
757,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1500,1575,1575,30-Nov-15
758,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1590,1590,1590,28-Nov-15
759,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1550,1550,1550,27-Nov-15
760,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1580,1675,1630,25-Nov-15
761,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1450,1650,1500,24-Nov-15
762,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1490,1550,1550,23-Nov-15
763,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1565,1600,1600,21-Nov-15
764,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1380,1580,1580,18-Nov-15
765,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1565,1565,1565,17-Nov-15
766,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1620,1620,1620,16-Nov-15
767,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1555,1670,1670,13-Nov-15
768,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1305,1741,1421,12-Nov-15
769,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1420,1550,1450,4-Nov-15
770,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1435,1455,1455,2-Nov-15
771,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1350,1395,1395,29-Oct-15
772,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1300,1450,1345,23-Oct-15
773,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1300,1500,1400,16-Oct-15
774,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1275,1275,1275,3-Oct-15
775,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1265,1265,1265,16-Sep-15
776,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1345,1345,1345,3-Sep-15
777,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1255,1300,1265,10-Apr-15
778,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1340,1340,1340,12-Mar-15
779,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1275,1300,1300,7-Feb-15
780,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1400,1565,1565,10-Jan-15
781,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1350,1555,1500,9-Jan-15
782,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1290,1290,1290,3-Jan-15
783,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1250,1605,1410,5-Nov-14
784,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1250,1665,1590,3-Nov-14
785,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1270,1665,1490,1-Nov-14
786,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1365,1645,1470,31-Oct-14
787,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1300,1590,1575,29-Oct-14
788,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1355,1625,1580,28-Oct-14
789,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1275,1571,1565,24-Oct-14
790,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1250,1550,1380,18-Oct-14
791,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1250,1270,1250,30-Jul-14
792,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1300,1300,1300,24-Jul-14
793,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1270,1270,1270,21-Jul-14
794,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1295,1630,1475,27-Sep-13
795,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1260,1392,1340,20-Sep-13
796,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1260,1400,1350,19-Sep-13
797,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1265,1265,1265,11-Sep-13
798,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1250,1500,1500,7-Sep-13
799,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1300,1451,1440,5-Sep-13
800,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1350,1350,1350,1-Aug-13
801,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1350,1372,1360,30-Jul-13
802,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1250,1465,1350,25-Mar-13
803,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1339,1339,1339,22-Mar-13
804,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1300,1494,1424,21-Mar-13
805,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1250,1359,1300,20-Mar-13
806,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1400,1400,1400,7-Feb-13
807,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1300,1374,1350,6-Feb-13
808,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1320,1398,1350,5-Feb-13
809,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1250,1525,1475,4-Feb-13
810,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1200,1430,1375,2-Feb-13
811,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1324,1450,1365,1-Feb-13
812,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1125,1450,1350,30-Jan-13
813,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1160,1446,1346,29-Jan-13
814,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1200,1450,1350,28-Jan-13
815,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1380,1285,1-Jan-13
816,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1221,1391,1310,31-Dec-12
817,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1286,1325,1300,29-Dec-12
818,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1350,1300,28-Dec-12
819,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1150,1430,1380,25-Dec-12
820,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1446,1375,22-Dec-12
821,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1180,1500,1280,21-Dec-12
822,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1281,1500,1450,19-Dec-12
823,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1260,1542,1440,18-Dec-12
824,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1001,1547,1501,17-Dec-12
825,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1260,1550,1439,15-Dec-12
826,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1285,1472,1341,14-Dec-12
827,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1168,1550,1425,13-Dec-12
828,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1270,1431,1400,12-Dec-12
829,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1200,1500,1450,10-Dec-12
830,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1519,1275,8-Dec-12
831,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1275,1468,1400,7-Dec-12
832,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1275,1625,1370,6-Dec-12
833,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1300,1550,1347,4-Dec-12
834,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1200,1500,1325,3-Dec-12
835,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1274,1623,1400,1-Dec-12
836,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1284,1555,1490,30-Nov-12
837,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1200,1614,1570,29-Nov-12
838,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1200,1650,1580,26-Nov-12
839,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1150,1717,1625,23-Nov-12
840,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1641,1400,22-Nov-12
841,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1109,1671,1591,21-Nov-12
842,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1125,1667,1591,20-Nov-12
843,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1690,1536,19-Nov-12
844,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1566,1466,17-Nov-12
845,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1581,1435,16-Nov-12
846,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1088,1592,1501,15-Nov-12
847,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1651,1551,14-Nov-12
848,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1001,1500,1410,9-Nov-12
849,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1590,1450,8-Nov-12
850,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1600,1468,7-Nov-12
851,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1088,1594,1501,6-Nov-12
852,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1625,1551,5-Nov-12
853,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1103,1525,1418,3-Nov-12
854,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1037,1534,1476,2-Nov-12
855,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1475,1380,1-Nov-12
856,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1550,1460,31-Oct-12
857,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1449,1300,30-Oct-12
858,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1520,1400,29-Oct-12
859,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1500,1400,27-Oct-12
860,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1464,1345,22-Oct-12
861,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1400,1310,20-Oct-12
862,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1460,1368,19-Oct-12
863,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1437,1250,18-Oct-12
864,Sholapur,Dudhani,Bajra(Pearl Millet/Cumbu),Other,FAQ,950,950,950,19-Jun-12
865,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,2000,2000,2000,5-Mar-19
866,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,2100,2100,2100,25-Feb-19
867,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,2200,2200,2200,5-Feb-19
868,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,2000,2000,2000,1-Feb-19
869,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1911,1911,1911,30-Jan-19
870,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1925,2081,2081,28-Jan-19
871,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1201,1625,1625,23-Jan-19
872,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,2000,2000,2000,17-Jan-19
873,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1777,1777,1777,14-Jan-19
874,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1751,1751,1751,11-Jan-19
875,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,2200,2200,2200,19-Dec-18
876,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,2100,2100,2100,7-Dec-18
877,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1551,1800,1800,5-Oct-18
878,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1725,1825,1825,21-Sep-18
879,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1556,1556,1556,19-Jul-18
880,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1500,1500,1500,5-Jul-18
881,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1550,1550,1550,20-Jun-18
882,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1351,1375,1361,9-Mar-18
883,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1275,1451,1351,9-Feb-18
884,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1300,1351,1301,2-Feb-18
885,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1351,1451,1451,25-Jan-18
886,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1251,1600,1351,23-Jan-18
887,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1061,1300,1251,19-Jan-18
888,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1151,1375,1225,12-Jan-18
889,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1300,1300,1300,1-Jan-18
890,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1218,1400,1300,26-Dec-17
891,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1080,1300,1250,22-Dec-17
892,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,2200,2100,21-Dec-17
893,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1150,1150,18-Dec-17
894,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1151,1610,1280,15-Dec-17
895,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1251,1451,1451,14-Dec-17
896,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1111,1251,1151,13-Dec-17
897,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1151,1201,1175,12-Dec-17
898,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1025,1225,1061,11-Dec-17
899,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1201,1325,1251,8-Dec-17
900,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1201,1201,1201,7-Dec-17
901,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,975,1351,1200,6-Dec-17
902,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1111,1400,1200,5-Dec-17
903,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1201,1351,1300,29-Nov-17
904,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1575,1300,10-Nov-17
905,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1175,1461,1355,9-Nov-17
906,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1111,1600,1300,8-Nov-17
907,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1115,1351,1250,6-Nov-17
908,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1326,1326,1326,3-Nov-17
909,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,911,1325,1261,31-Oct-17
910,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1150,1500,1200,30-Oct-17
911,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1150,1400,1300,27-Oct-17
912,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1300,1175,26-Oct-17
913,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1150,1500,1200,25-Oct-17
914,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1420,1200,24-Oct-17
915,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1500,1151,23-Oct-17
916,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1400,1200,20-Oct-17
917,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1061,1260,1151,13-Oct-17
918,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1320,1100,12-Oct-17
919,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1200,1300,1250,11-Oct-17
920,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1300,1200,10-Oct-17
921,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1051,1200,1150,9-Oct-17
922,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,825,1401,1100,5-Oct-17
923,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1301,1100,3-Oct-17
924,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1020,1200,1100,29-Sep-17
925,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1400,1200,26-Sep-17
926,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1401,1000,25-Sep-17
927,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1201,1100,19-Sep-17
928,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1300,1200,15-Sep-17
929,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1300,1300,1300,23-Jun-17
930,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1340,1925,1400,6-Feb-17
931,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1511,1400,1-Feb-17
932,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1340,1700,1500,27-Jan-17
933,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1800,1900,1800,12-Jan-17
934,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1800,1500,2-Jan-17
935,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1120,1611,1500,29-Dec-16
936,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1900,1500,28-Dec-16
937,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1851,1500,23-Dec-16
938,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1025,1551,1300,19-Dec-16
939,Sholapur,Karmala,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1500,1300,9-Nov-16
